Solution ID,f[1],f[2],f[3]
7,99.0,346.0,279.262626263
30,66.0,481.0,418.893939394
58,74.0,435.0,373.608108108
85,82.0,401.0,337.158536585
128,72.0,444.0,383.986111111
143,82.0,401.0,337.158536585
224,75.0,432.0,368.626666667
275,103.0,338.0,268.417475728
314,71.0,455.0,389.394366197
534,94.0,359.0,294.117021277
555,138.0,263.0,200.34057971
662,78.0,414.0,354.448717949
671,72.0,444.0,383.986111111
816,70.0,458.0,394.957142857
948,88.0,377.0,314.170454545
1062,76.0,426.0,363.776315789
1132,90.0,375.0,307.188888889
1321,54.0,567.0,511.981481481
1323,89.0,374.0,310.640449438
1384,81.0,400.0,341.320987654
1560,93.0,362.0,297.279569892
1688,89.0,374.0,310.640449438
1693,110.0,319.0,251.336363636
1700,184.0,212.0,150.255434783
2251,83.0,393.0,333.096385542
2323,185.0,252.0,149.443243243
2324,185.0,252.0,149.443243243
2494,77.0,417.0,359.051948052
2805,71.0,455.0,389.394366197
3118,69.0,466.0,400.68115942
3187,71.0,455.0,389.394366197
3248,69.0,466.0,400.68115942
3301,85.0,392.0,325.258823529
4381,55.0,569.0,502.672727273
4423,51.0,667.0,542.098039216
5108,53.0,577.0,521.641509434
5149,76.0,426.0,363.776315789
5248,104.0,336.0,265.836538462
8275,131.0,383.0,211.045801527
8277,130.0,383.0,212.669230769
8286,116.0,442.0,238.336206897
8870,172.0,275.0,160.738372093
8931,56.0,577.0,493.696428571
9521,118.0,309.0,234.296610169
9636,67.0,477.0,412.641791045
10138,119.0,332.0,232.327731092
11023,85.0,392.0,325.258823529
11449,188.0,245.0,147.058510638
11451,189.0,245.0,146.28042328
11456,92.0,362.0,300.510869565
11923,85.0,392.0,325.258823529
12132,173.0,263.0,159.809248555
12485,110.0,319.0,251.336363636
12632,73.0,436.0,378.726027397
12738,73.0,436.0,378.726027397
14135,187.0,227.0,147.844919786
14267,96.0,356.0,287.989583333
14376,108.0,324.0,255.990740741
14583,96.0,356.0,287.989583333
14774,170.0,267.0,162.629411765
15395,182.0,312.0,151.906593407
15398,183.0,269.0,151.076502732
15492,166.0,331.0,166.548192771
16152,115.0,452.0,240.408695652
16153,115.0,452.0,240.408695652
16783,165.0,369.0,167.557575758
17519,102.0,364.0,271.049019608
17581,112.0,425.0,246.848214286
17583,112.0,425.0,246.848214286
18220,124.0,365.0,222.959677419
19007,190.0,289.0,145.510526316
19036,98.0,491.0,282.112244898
19286,127.0,285.0,217.692913386
19594,65.0,580.0,425.338461538
19658,162.0,367.0,170.660493827
19668,100.0,438.0,276.47
19669,100.0,438.0,276.47
19748,111.0,473.0,249.072072072
20411,109.0,430.0,253.642201835
20412,109.0,430.0,253.642201835
20917,91.0,361.0,303.813186813
21023,167.0,310.0,165.550898204
21049,192.0,245.0,143.994791667
21057,60.0,561.0,460.783333333
21726,132.0,345.0,209.446969697
21768,62.0,566.0,445.919354839
21770,63.0,565.0,438.841269841
22209,84.0,390.0,329.130952381
23171,58.0,547.0,476.672413793
23173,57.0,547.0,485.035087719
23179,107.0,405.0,258.38317757
23260,59.0,565.0,468.593220339
23285,140.0,301.0,197.478571429
23287,139.0,359.0,198.899280576
23307,122.0,300.0,226.614754098
23312,123.0,289.0,224.772357724
23467,82.0,401.0,337.158536585
23494,68.0,472.0,406.573529412
23568,75.0,432.0,368.626666667
23757,80.0,408.0,345.5875
23856,193.0,242.0,143.248704663
23860,191.0,267.0,144.748691099
23868,126.0,287.0,219.420634921
23975,126.0,287.0,219.420634921
24087,125.0,289.0,221.176
24147,52.0,648.0,531.673076923
24299,79.0,411.0,349.962025316
24351,86.0,374.0,321.476744186
24380,97.0,348.0,285.020618557
24403,85.0,392.0,325.258823529
24443,87.0,368.0,317.781609195
24459,95.0,353.0,291.021052632
24466,114.0,306.0,242.51754386
24478,106.0,329.0,260.820754717
