Solution ID,f[1] (B),f[2] (W),f[3] (s)
24597,41.0,44.2927365451,9815.71860027
22557,57.0,32.2287114807,8968.5310288
24074,59.0,33.6758228609,8885.48656102
22564,63.0,29.1593103722,8910.85628815
24617,107.0,13.6651589298,9290.40492651
24623,108.0,13.5203587549,9254.19430274
24605,135.0,10.8751776885,9265.56290262
24610,139.0,10.5412120156,9265.56290262
14542,97.0,15.1118514947,9388.22913905
14595,66.0,21.466057642,9245.30684776
21210,112.0,13.1134515048,8771.4677695
23600,101.0,14.60251275,8879.61357782
23601,102.0,14.4559036422,8876.35932792
14654,93.0,15.9279960137,9063.93307159
14722,64.0,31.7021573081,8884.79856243
23619,70.0,22.7165722535,8922.41314791
20890,69.0,23.5029055445,8868.78986433
20922,44.0,36.415228341,9442.9302571
20975,83.0,22.7409506861,8727.22046783
20976,123.0,11.7778959377,9247.89703236
20977,124.0,11.6662606158,9239.97999657
20980,125.0,11.6041381454,9200.83265699
20981,126.0,11.5100265588,9196.80682519
20983,127.0,11.4136657246,9187.91352395
20985,128.0,11.3130102916,9169.52342444
11339,103.0,14.2264431592,9348.99638879
23112,133.0,10.9515574957,9279.69910846
23113,134.0,10.8813427969,9279.69910846
21100,120.0,12.0601295724,9099.69506916
21107,80.0,17.2978130275,9206.1876799
21110,81.0,17.0315991724,9206.1876799
21111,47.0,42.2641215778,9356.94374433
17021,68.0,29.7809219674,8817.9596017
23176,41.0,50.2784133445,9647.27866922
17047,89.0,16.7457703485,9226.6876912
21148,100.0,14.7259650916,8976.10361521
17074,41.0,48.5325794499,9671.52581894
21172,56.0,25.2508451394,9367.0770127
21200,105.0,13.9987094729,8762.15398739
21208,110.0,13.3563307076,8803.03016644
21209,111.0,13.2342386844,8787.62010486
21217,46.0,33.9000908824,9469.04180768
13154,90.0,16.5036953497,9169.90481526
19321,41.0,47.277028583,9767.09949966
13246,62.0,23.9470716095,9153.89993787
19504,121.0,11.9844842932,9258.18288771
19505,122.0,11.878458549,9258.18288771
23629,50.0,30.6261035974,9444.54790111
23650,52.0,27.2324154743,9492.51903562
23687,75.0,21.6235731531,8792.80456249
23689,77.0,21.0755058509,8756.74487531
23700,78.0,20.5103321966,8813.25120836
23708,60.0,26.8559922696,8957.2916067
23720,76.0,19.6091915535,9018.55585707
19630,53.0,39.5203264037,8995.25054695
23732,84.0,22.4270653495,8708.72503491
23735,85.0,22.1211192592,8685.33556951
23738,86.0,21.7977018363,8676.09400841
23740,87.0,21.5245631699,8641.740354
19653,114.0,12.7337142432,9202.54395061
21706,44.0,34.9387350234,9535.33621315
23841,109.0,13.5683244356,8812.36564622
19748,116.0,12.4808839218,9163.31249944
19750,118.0,12.2652002147,9122.03901299
23853,82.0,23.0074115211,8738.72924074
23864,129.0,11.2680172868,9200.54341752
23865,130.0,11.1784357041,9198.90249541
23868,132.0,10.9982061573,9185.34113011
9443,42.0,46.1663531947,9570.04835538
23929,54.0,38.6108392909,8976.79279694
23939,142.0,10.3021803027,9278.20552133
23941,144.0,10.1533296014,9261.03753373
23946,145.0,10.0900092943,9205.82857866
23948,146.0,10.0168326154,9182.73125154
24048,140.0,10.4979033558,9138.22608941
24050,138.0,10.6562850136,9187.91352395
24055,141.0,10.4386558655,9141.2210152
24058,143.0,10.2860493536,9136.37353218
15885,96.0,15.3897051837,8979.26903655
24078,61.0,32.3851535776,8859.10114749
15890,99.0,14.9187065932,8936.80871835
23813,91.0,16.3633194343,9204.00210344
24096,106.0,13.8567017435,8824.10468831
24102,115.0,12.6009593148,9254.80674954
21096,117.0,12.3839431133,9119.03998317
21099,119.0,12.1641500829,9109.98069942
21106,79.0,17.4880661507,9206.1876799
19741,113.0,12.8428069398,9204.3382128
22227,48.0,43.1173101689,9313.95469599
22230,51.0,40.4946409142,9287.42050681
22345,58.0,27.8961288999,9011.29424854
18260,45.0,32.7212935475,9676.54200546
22366,136.0,10.8155317942,9245.60100671
22368,137.0,10.7255028263,9220.96234479
22387,55.0,36.7931181829,8959.29837458
18295,71.0,19.5331063313,9217.48377284
18296,72.0,19.2288957793,9217.48377284
18297,73.0,18.9457521377,9217.48377284
18298,74.0,18.7154263437,9217.48377284
21145,98.0,15.0624986466,8976.10361521
23878,67.0,23.7732601289,8958.5911196
20400,41.0,55.5605972932,9634.97485891
18360,49.0,43.4462733565,9089.70294174
8123,43.0,34.177183864,9844.65051993
18367,94.0,15.7268965048,9032.60070932
18374,95.0,15.5574588461,9032.51900403
23867,131.0,11.0844369546,9187.91352395
22500,104.0,14.1355144876,8889.79279816
18407,92.0,16.1164838783,9099.24530274
22527,65.0,24.9161028709,8922.41314791
