Solution ID,f[1] (B),f[2] (W),f[3] (s)
22564,42.0,44.9682103028,9135.64651763
23559,42.0,44.6298688092,9242.63365366
10589,55.0,26.5523226778,9229.94664023
21855,42.0,41.1363646395,9294.68250787
22595,60.0,24.4396101272,8951.36486363
8273,44.0,42.4288043561,9140.06751715
6236,43.0,55.7276318087,9089.92538851
14469,62.0,22.9520116414,8895.87663501
10376,60.0,24.4167963118,9071.98959627
23805,65.0,19.4323661288,8894.62499413
23876,46.0,38.7959011307,9099.60675742
22772,55.0,26.2293692234,9244.69154459
8448,61.0,24.7319540413,8819.2875289
22788,67.0,17.971815552,8730.43719815
22789,66.0,18.3921524383,8718.9027969
10527,44.0,46.1356423376,9106.44362941
16675,45.0,30.7524518837,9500.62701581
18731,55.0,26.2293692234,9244.69154459
22854,62.0,25.212955676,8738.1794563
20809,44.0,31.1846068393,9500.62701581
10576,65.0,19.5983250765,8786.97520007
15758,58.0,26.2763908284,9056.50437658
20829,60.0,25.2186050848,8896.84882274
18803,49.0,35.5046204637,9149.28087466
20877,49.0,40.3899245415,8996.38913591
20880,49.0,39.7735099401,9008.88210116
20887,46.0,40.5016487078,9047.47236232
10662,61.0,23.3455187875,8970.97119922
22956,43.0,35.8773638966,9164.87411815
14768,50.0,33.9725373233,9158.60851474
14786,52.0,28.6513644735,9051.63864029
9976,57.0,25.7225351746,9117.49260241
14821,58.0,24.4917206508,9117.49260241
12805,42.0,49.7614110995,9119.29692638
18135,48.0,36.398340826,9027.30495813
12840,63.0,20.2369328957,8954.27925396
10841,42.0,49.3182561783,9132.17610413
19045,57.0,26.2778399056,9091.47446196
17025,53.0,28.2828094173,9109.89468559
15822,43.0,33.7029900122,9350.00749833
15111,63.0,21.3736955906,8812.07505283
16120,62.0,22.5779845033,8904.44890917
21658,64.0,20.8316565911,8916.87016799
19432,61.0,23.1570580013,8999.76669071
20779,47.0,33.1363726101,9207.35631651
5656,60.0,28.188708876,8859.6223642
21617,50.0,36.9977209738,8967.68417385
19610,61.0,22.900975864,9019.78732643
23075,42.0,42.2870701008,9248.62947511
23766,47.0,29.7242709441,9500.62701581
9437,53.0,32.0784851422,8924.31730753
23780,45.0,52.3408808861,9025.71135014
23781,44.0,53.6103615336,9025.71135014
5353,61.0,24.5147107512,8917.91472528
23790,46.0,30.0847204921,9326.00980417
23793,53.0,27.3488956314,9184.37343605
23798,52.0,27.8755969894,9184.37343605
23800,52.0,27.8755969894,9184.37343605
21755,42.0,40.3290188619,9346.46700246
19709,49.0,41.930342262,8992.58381641
23815,43.0,49.6814261042,9109.0041362
23830,61.0,24.0385239143,8951.36486363
21790,43.0,51.5830104021,9107.08163274
19752,55.0,27.1914930404,8915.78559589
23844,57.0,32.9785655312,8855.01750939
17262,43.0,46.107524714,9110.18955198
21809,50.0,30.7359736906,9263.78700039
23863,47.0,39.064668345,9031.76067283
19768,45.0,34.7929125554,9207.35631651
17721,58.0,32.2905263537,8855.01750939
19774,54.0,27.0382568813,8949.00809603
23872,65.0,20.6305749121,8755.87809325
23874,45.0,39.6824192417,9099.60675742
19780,45.0,46.4305703415,9061.05215407
23885,64.0,19.6513336223,9221.9626792
21839,44.0,31.4789062807,9326.00980417
23888,43.0,45.6083736538,9134.20182913
23893,42.0,48.0179620701,9134.20182913
15710,42.0,52.063558612,9109.0041362
15732,42.0,49.3130274031,9132.1897959
13728,48.0,40.4591260839,9005.86705879
23985,43.0,41.9797296411,9157.30189172
22773,55.0,26.2293692234,9244.69154459
24007,42.0,40.8611536439,9299.41950134
10487,58.0,26.8310121446,9046.58366062
23850,56.0,33.737852347,8855.01750939
13813,45.0,31.266313829,9351.03136005
22032,43.0,32.6644297895,9385.81033723
11816,44.0,47.3695653061,9061.05215407
20022,62.0,22.161415749,9136.86751242
23818,57.0,25.3130803827,9229.94664023
11844,44.0,32.4735865848,9265.0750042
11873,57.0,26.9045894635,9056.50437658
11886,51.0,34.3971807858,9053.0545555
24186,51.0,32.7124527587,9134.97582911
5739,50.0,33.8463669569,9188.72633322
13963,61.0,23.6530524237,8959.56550159
22816,51.0,30.8008575739,9215.40576708
21798,45.0,43.1535324746,9067.11223629
18185,62.0,22.2931246116,8999.65305252
7980,43.0,34.1106229316,9329.65456325
20277,49.0,31.8892008001,9232.56278928
22339,59.0,24.5364835583,8907.92544861
18260,48.0,36.2737938469,9149.28087466
22841,45.0,31.7881020476,9265.0750042
16230,43.0,31.8943647554,9424.69268221
1926,47.0,42.390279305,8986.25803571
10153,61.0,22.4719263959,9113.8016285
12695,52.0,31.0682931422,8959.72837048
14312,42.0,39.3082926989,9394.81601373
8179,47.0,37.9075419422,9043.32083988
