Solution ID,f[1] (B),f[2] (W),f[3] (s)
16445,44.0,33.248251609,9236.17115806
13664,58.0,27.7370290632,8891.96548013
22634,54.0,31.2533516596,9045.40654291
10382,42.0,42.2409647963,9210.93111623
8336,51.0,30.038799204,9608.16881244
6313,54.0,27.9554526005,9134.55074098
16576,43.0,37.3758848884,9212.44700084
22765,61.0,23.2088318009,8884.67576094
240,42.0,54.4687362023,9127.60157935
16767,43.0,34.3030651139,9317.64191331
8454,62.0,21.6254945909,9045.55987385
10513,42.0,50.7018458423,9133.26795831
22816,62.0,21.9265305105,9034.95477886
2350,45.0,50.1193558964,9076.70129024
14642,63.0,20.8239870835,9069.73512996
20826,58.0,27.0054778051,8936.51701561
10587,44.0,32.9002212378,9345.95559932
19173,56.0,26.791610168,9033.76794369
8551,58.0,28.6889936098,8873.88895707
18795,42.0,46.7162070297,9171.59683503
22598,61.0,23.165555925,8891.53636817
16821,44.0,31.8373283952,9490.79379175
8646,45.0,42.3377109512,9112.60923813
20948,60.0,23.6131229325,8898.30597633
17839,62.0,22.5318034777,8774.10225298
16959,58.0,25.9196281778,9060.1996724
9316,42.0,46.5635394034,9174.34834365
14963,52.0,30.2840281318,9092.08885114
10946,43.0,32.6542345289,9396.71496183
8900,57.0,28.0837728317,8990.04376517
17098,63.0,21.3111632296,8941.35791638
21212,55.0,30.370905965,8991.02985028
17127,65.0,19.6529288873,8834.46942361
21236,62.0,22.4294843896,8953.90066713
21288,57.0,26.7506449456,9125.36533012
21290,42.0,50.2714109206,9141.74105862
23354,57.0,29.769725176,8948.13161552
22670,55.0,31.9794689968,8978.96674332
13163,45.0,37.1244251315,9187.88359675
23284,44.0,32.1234069584,9376.98633727
23625,64.0,20.0876201496,8900.59835873
21409,49.0,35.0524116606,8984.55601922
21283,42.0,33.5803146073,9452.15890262
9155,44.0,46.6297573152,9084.99167147
19400,63.0,21.5835486659,8887.15526272
10034,42.0,47.1566329045,9150.01616778
17382,43.0,33.3893096164,9366.16013801
7144,50.0,30.3847730452,9136.84101557
23534,59.0,25.0923236335,8906.11368109
20833,43.0,34.8922218351,9214.19902416
17427,60.0,24.687735057,8833.55857572
11308,63.0,22.1958071575,8826.34857239
24757,44.0,32.9289602831,9331.06551752
21572,61.0,22.728267702,8999.29940971
22239,53.0,31.3347060892,9036.91899225
19567,42.0,41.3993179234,9216.13686462
13429,48.0,34.7455407062,9168.31019431
15486,61.0,22.8993083835,8945.65595293
9453,50.0,33.172561514,9042.84817224
5377,54.0,34.24215959,8967.83026632
3343,45.0,45.0812134665,9077.61570013
19730,42.0,45.2542084062,9177.74570272
23827,60.0,25.4679691378,8829.3514102
13588,58.0,29.1382386824,8850.33096541
23835,42.0,43.9310022375,9195.45441112
19776,62.0,20.5284693242,9242.18281549
19840,42.0,40.0843776638,9295.73077297
3469,44.0,46.2941951158,9126.51335058
9112,59.0,27.2769106822,8832.93157664
15792,63.0,21.1729146614,9037.73330233
18339,54.0,29.2096463712,9095.94739493
15834,60.0,23.0190835091,9020.16376625
7652,46.0,46.1585381536,9032.29965184
13832,50.0,30.8126862555,9061.93033949
24090,56.0,26.7360274834,9367.00408855
15905,61.0,25.0112351861,8814.19828392
7714,43.0,39.1809925205,9149.13862674
15912,58.0,26.8476436982,8958.74889128
7774,49.0,33.2533096656,9127.93137001
13918,57.0,26.3450603808,9351.68651075
9773,59.0,23.4962099109,9150.75833184
5735,63.0,21.7594307815,8880.02465934
22167,53.0,29.4654043302,9116.66372163
20179,46.0,38.0683805491,9079.23149989
22139,49.0,34.8796914148,9088.98437672
9976,48.0,40.2074676305,9076.36300869
20229,62.0,22.2760619404,9026.59356394
24332,44.0,31.6797469561,9556.07201911
24343,48.0,39.8035375149,9077.1309409
19243,54.0,32.7640473372,9035.12451534
18230,42.0,34.0113653976,9423.70232457
5958,57.0,26.5559703397,9271.64196864
12128,56.0,30.9626398523,8925.65711405
24426,42.0,49.1643332173,9146.41471972
12160,44.0,41.9396696152,9138.07534181
20373,57.0,31.4280202708,8867.37526952
24480,48.0,44.6411299017,9052.78162771
8107,43.0,37.7342229971,9204.3568716
16317,43.0,38.9709935574,9171.34021928
22095,47.0,36.3029538862,9086.08864622
