Solution ID,f[1] (B),f[2] (W),f[3] (s)
16486,44.0,32.1185883215,9447.46742092
20626,44.0,46.2025169036,9065.3096119
20688,43.0,36.592564624,9257.57940856
20778,42.0,44.9076404129,9192.36421975
12607,62.0,23.717725265,8796.35255572
12624,56.0,26.2484355351,9339.13421062
12636,57.0,25.9100906893,9335.08044105
12642,51.0,34.4303266155,9049.15418052
12653,58.0,26.2996845785,9200.85772287
16888,58.0,26.484923301,9039.64174738
21147,47.0,43.6174527536,9097.06947213
23345,46.0,34.1471266731,9165.03843992
21158,59.0,25.5411331274,8902.83397012
8890,52.0,33.598076719,9049.15418052
8894,61.0,26.4418669559,8855.00007262
23328,45.0,32.9355443249,9356.39227957
21323,47.0,30.4704799998,9447.46742092
21402,46.0,32.2605112709,9356.39227957
21408,44.0,33.3779317146,9356.39227957
17319,57.0,27.7978988447,9015.62008433
21425,48.0,39.961564763,9040.95035031
21462,47.0,36.937867646,9163.88402885
17478,47.0,46.6464477158,9052.07100186
17503,42.0,49.7506128782,9138.53550087
13539,44.0,32.0669803096,9484.41550002
11136,42.0,44.5287433271,9233.86627301
5460,44.0,42.2388938558,9111.27771683
20041,42.0,35.2698226694,9367.85604173
21967,42.0,41.5210543287,9279.99865334
9825,63.0,21.7704783429,8950.48850348
18118,48.0,40.1001443215,9036.14210128
22308,67.0,19.7621386006,8826.34814139
22330,48.0,29.8696221237,9447.46742092
22392,63.0,20.5335233775,9046.24951767
6124,42.0,58.1640985735,9102.0551942
18413,51.0,28.1638940042,9388.2060731
10360,59.0,25.5144415384,9062.66614522
10361,56.0,35.5547844438,8956.35808886
14564,62.0,22.7876107257,8931.72537817
14576,42.0,49.6437590224,9168.90232719
14587,56.0,26.5744894513,9335.08044105
14631,49.0,47.6590710888,9021.24946421
10594,49.0,30.6663754275,9143.61732678
14740,42.0,43.6866119933,9245.36980094
22932,62.0,22.2978662301,8946.24245158
16111,48.0,38.8762440827,9102.53473343
20229,60.0,25.1248519123,8890.2545625
10785,49.0,36.9178808731,9139.418844
14922,43.0,34.4929066122,9296.18639831
23121,58.0,28.7528731566,8963.54290944
20414,61.0,23.3367357351,8964.5891141
23268,43.0,50.7054179605,9105.20883814
23276,44.0,31.7297142668,9568.13564739
23277,45.0,31.3326458819,9568.13564739
23302,66.0,22.1746300057,8796.35255572
23305,63.0,23.140882963,8796.35255572
23317,50.0,46.3196386104,9021.24946421
23325,47.0,31.6450785672,9356.39227957
23329,46.0,32.2605112709,9356.39227957
23330,45.0,32.9355443249,9356.39227957
23331,45.0,32.9355443249,9356.39227957
23333,60.0,25.5655453808,8888.30943794
23346,47.0,33.3976527986,9302.11434852
23350,66.0,20.0564726729,8826.34814139
23358,42.0,48.0413238388,9170.17380947
23365,51.0,29.1051150536,9109.69220945
23380,55.0,30.2343697952,8997.09853426
23385,44.0,33.5742004157,9296.18639831
23387,44.0,33.5742004157,9296.18639831
23401,43.0,44.8785383159,9132.56833255
17419,58.0,26.0362946644,9233.86401272
23409,61.0,23.4674274728,8951.56935654
23414,60.0,23.9377386981,8951.56935654
23424,49.0,38.1221877001,9044.95493776
23439,42.0,47.8193182985,9172.43777392
7081,64.0,21.2178319625,8826.34814139
19397,48.0,40.2936944575,9035.45642115
19399,48.0,39.8150885152,9044.52041825
23530,61.0,24.5845665476,8870.67708636
20322,42.0,51.7722302337,9105.20883814
23675,58.0,27.2158016992,8970.23083006
20330,43.0,56.5375270494,9102.0551942
7340,60.0,27.0946059254,8879.84437406
15541,53.0,32.5199251158,9049.15418052
23808,42.0,34.89227859,9390.89469544
23827,43.0,33.8221161701,9329.36155108
15658,43.0,37.1679969579,9194.87730339
15661,61.0,23.8719438782,8880.22638849
23854,43.0,32.4189332084,9365.4914642
24007,61.0,23.7683101787,8947.98272555
24024,42.0,33.7745711129,9441.12643395
24180,43.0,43.4283340425,9192.22113933
24249,60.0,24.6710842239,8893.15076428
24334,57.0,29.0039482386,9005.77819928
24340,46.0,30.6881834432,9568.13564739
24342,45.0,31.3326458819,9568.13564739
24346,46.0,30.7743854673,9447.46742092
24347,45.0,31.4065023711,9447.46742092
24351,45.0,39.8404643961,9100.21404988
24369,50.0,29.5444925778,9272.0347308
24375,51.0,28.8670552983,9272.0347308
24385,64.0,20.7932008599,8827.28995601
24388,65.0,19.967191891,8827.28995601
24389,64.0,20.5290472626,8906.35757714
24396,42.0,35.6437134328,9316.15542599
24403,44.0,36.0062088049,9230.87664723
24408,43.0,36.8183090746,9230.87664723
24416,49.0,29.3025960144,9447.46742092
24430,53.0,28.3405713664,9075.01354444
24431,54.0,27.9375219764,9036.42266711
24433,54.0,27.3211581006,9075.01354444
24440,65.0,19.7334465974,8954.43987067
24443,64.0,20.2534332071,8924.98869647
24452,48.0,29.9864212962,9436.8517632
24459,54.0,31.4576130621,8997.09853426
24472,50.0,37.4695017311,9040.52140197
24477,50.0,38.9613420763,9034.38723066
24484,44.0,32.4794990657,9362.08086304
24485,45.0,31.8405127959,9362.08086304
24496,61.0,22.2663193358,9192.01072446
24499,62.0,21.9217836836,9192.01072446
24503,44.0,36.067108675,9165.03843992
24510,44.0,36.067108675,9165.03843992
24514,59.0,26.6997618717,8897.18517786
24525,47.0,33.4566510345,9165.03843992
