Solution ID,f[1] (B),f[2] (W),f[3] (s)
19722,46.0,43.2135193954,9069.5198768
6196,48.0,39.8142613674,9080.76249651
6212,47.0,36.9331069141,9120.15133055
7866,44.0,35.4413971798,9340.28769459
6281,44.0,34.5316116647,9375.95232757
18573,68.0,18.6684480291,9109.41380168
18575,68.0,18.6684480291,9109.41380168
18577,68.0,18.6684480291,9109.41380168
22685,64.0,22.8326723221,8799.2133408
22702,52.0,28.5347760154,9314.49533121
18612,64.0,20.0893706895,9333.00318403
18633,53.0,29.2864677391,8996.73828847
18649,49.0,31.6401010015,9217.56721533
22752,54.0,35.8217872841,8912.95636936
16609,68.0,18.6684480291,9109.41380168
16618,42.0,35.5414708272,9533.70443819
20717,51.0,38.6661094178,8912.95636936
18674,42.0,42.8933493527,9212.35066305
18720,44.0,43.2076290411,9095.84584253
18737,42.0,48.1014554514,9162.41990794
20803,43.0,37.3907423241,9184.69439843
14667,45.0,33.1672397144,9336.30495215
9954,61.0,22.6735902669,8844.11569281
16719,47.0,31.0251106445,9474.8780102
9960,55.0,27.6354667998,9057.55356333
14721,46.0,36.7958874207,9155.287785
18504,61.0,27.0405146473,8806.79952588
22724,44.0,47.2236236023,9086.37649668
15669,46.0,40.8923789163,9103.56564384
18634,63.0,21.7789866193,8816.56570747
8757,59.0,27.4032076327,8918.0085018
8809,42.0,41.7697094322,9300.00404166
19101,45.0,39.7516954538,9117.53168786
17075,45.0,35.3502837555,9221.74012925
10956,43.0,36.1154239458,9326.77756276
8956,43.0,44.3584805105,9184.24962805
24373,50.0,35.0623169273,9028.43474858
21801,47.0,36.4491976935,9171.55826482
22681,63.0,23.1167934941,8799.2133408
23465,47.0,49.2052063488,9026.11704661
23810,43.0,35.5695456495,9369.98715112
23720,51.0,38.6661094178,8912.95636936
18651,44.0,47.8709476866,9049.17946866
19674,48.0,34.1367944928,9155.287785
21523,59.0,23.8562626612,9134.67805399
20654,42.0,41.890474495,9252.41007042
23622,63.0,21.3322332061,9029.12617271
1120,57.0,31.4435062359,8950.13690478
19581,70.0,18.2182701868,9109.41380168
19582,69.0,18.5234569171,9109.41380168
23711,65.0,20.2409319358,8863.86509075
23712,65.0,20.2409319358,8863.86509075
23722,52.0,37.6002161792,8912.95636936
7473,42.0,37.2833162493,9448.80403501
21685,48.0,29.6801441936,9539.08784753
21688,48.0,29.6801441936,9539.08784753
23740,55.0,34.9592023729,8934.29189023
23745,54.0,35.7086484467,8934.29189023
23752,58.0,28.0775710175,8919.54041955
7371,54.0,28.9341046023,9057.55356333
19662,58.0,25.9732524422,8972.80443923
23765,60.0,23.4375798713,8829.96045262
23767,61.0,23.0399285715,8811.66710808
23769,60.0,22.6252539452,9335.6407171
23773,45.0,41.6145740503,9103.96186459
19678,48.0,34.1473856448,9093.2313488
19683,56.0,27.9173616807,8996.73828847
21738,63.0,21.5448033201,8844.11569281
23787,43.0,32.5636342725,9502.31249646
15598,66.0,19.2221871467,9109.41380168
19696,52.0,29.3279304099,9022.55616763
23805,43.0,32.6926353902,9389.8270045
17664,44.0,43.3326052098,9093.0612313
19716,45.0,44.2085662734,9069.5198768
15623,48.0,32.3352599267,9217.56721533
15631,46.0,45.1872184862,9049.17946866
23825,45.0,30.5049022291,9477.50311103
23827,44.0,31.1432621355,9477.50311103
23834,55.0,32.5942051672,8951.81068582
23837,56.0,32.1609003236,8951.81068582
23852,43.0,44.6409090954,9166.67717605
23870,59.0,27.1694204069,8925.40744554
5091,58.0,25.4477515225,9434.93082313
23874,58.0,27.6276974955,8925.40744554
23881,56.0,25.7300083562,9197.61483113
19786,49.0,33.7226789939,9215.28344296
23893,43.0,47.8646579856,9165.13986946
13665,42.0,54.7414946905,9139.89773627
13670,63.0,22.9072640036,8800.40798543
9575,58.0,27.4397339695,8932.07110864
13673,62.0,23.2649907696,8800.40798543
15595,67.0,18.9891303774,9109.41380168
19880,42.0,39.8217277481,9303.27293784
19703,45.0,39.0955609366,9139.01574655
24022,43.0,36.317164359,9230.36199313
11766,65.0,19.8758126269,9063.61475811
11776,66.0,20.2135110943,8989.90097606
23812,44.0,34.6885845321,9369.98715112
11811,58.0,26.9698242736,8967.76447868
17673,57.0,25.5051243933,9282.48741366
23821,46.0,32.4462127641,9336.30495215
7782,46.0,34.3827883492,9277.6996759
15633,47.0,43.9895637114,9049.17946866
24179,46.0,38.7265330878,9109.16540464
22147,64.0,20.4579175662,8863.86509075
20760,47.0,33.8358251161,9196.83734807
9885,44.0,42.9396076843,9160.43854772
13985,57.0,27.1439087493,8972.80443923
9952,60.0,23.043647892,8844.11569281
23847,43.0,48.9140551186,9049.17946866
20776,44.0,38.1168335978,9175.65603015
23851,42.0,45.720181762,9166.67717605
22831,51.0,33.6886211258,8995.89593811
23861,59.0,23.6498482479,9295.01557579
21739,62.0,21.8422297151,8903.0604228
7979,62.0,21.7445033707,9095.49739704
7986,42.0,45.5745928828,9184.24962805
10043,56.0,33.4130626829,8945.86725073
20726,44.0,32.0314080797,9389.8270045
21753,63.0,20.7607066627,9297.17940832
11797,51.0,31.7364839535,9057.46999802
24559,43.0,36.6513502231,9202.01701945
