Solution ID,f[1] (B),f[2] (W),f[3] (s)
24591,60.0,24.6583572505,8960.40545037
6160,59.0,27.3439342628,8877.32985182
8539,48.0,35.2263514253,9197.56618553
14404,57.0,26.0157295292,9334.59674545
20577,62.0,22.8231453841,8878.98346535
14445,58.0,27.3528651478,9032.66784542
12410,44.0,32.4478103227,9359.92757997
22702,61.0,25.8364602464,8854.2556879
23465,42.0,37.9487753644,9524.41454993
20854,62.0,21.833592042,8988.1555897
24606,56.0,28.7044133922,9094.32990179
20691,63.0,21.6657985122,8822.52255009
18684,43.0,33.5594838106,9330.15757178
22788,55.0,29.9024870092,9067.690069
12625,57.0,28.092755981,8985.15667254
6444,55.0,28.0912421355,9331.3484444
22852,65.0,20.0796892504,8922.84115237
24943,57.0,27.0693205885,9215.16183958
22948,55.0,29.4816223016,9098.54082485
20904,60.0,24.912641669,8942.94806162
18870,54.0,31.9447360234,9117.92020553
18888,45.0,39.8311094854,9133.10291025
18892,45.0,47.1096493268,9020.626778
20991,45.0,43.1303979195,9076.27980463
21250,54.0,31.5422363472,9147.83461354
21008,42.0,41.8231720529,9253.42278083
18990,63.0,22.3779410926,8817.94195714
21908,46.0,41.6244551704,9068.60611666
7267,47.0,48.6568213848,9009.31836354
8803,42.0,43.2941551536,9171.75939347
21132,57.0,27.5528695068,9064.8394571
25038,64.0,20.584253073,8892.84790834
19236,43.0,35.8608969926,9237.05695183
6942,42.0,51.1811675814,9079.82837068
23685,43.0,37.8325114685,9229.30112565
23332,49.0,33.982633516,9103.24015371
11068,59.0,24.8386172043,9052.56454773
23014,42.0,47.0910192576,9157.49538219
15216,43.0,32.5860854459,9361.75941902
17284,61.0,22.6983358401,9121.61771558
17221,42.0,41.0355960081,9279.28272229
9152,45.0,37.2842170712,9157.39661272
14695,43.0,47.0482970234,9109.41007943
21508,43.0,35.384107088,9242.68658881
16905,50.0,31.9964471482,9114.8654941
15430,45.0,35.0012524689,9305.3973879
23668,48.0,33.9238918943,9274.5199542
21648,59.0,26.2365741908,8900.93448424
6342,44.0,43.3002826436,9152.47216588
19672,42.0,49.9602650025,9109.95747543
15581,43.0,32.3575593709,9363.84826796
23779,42.0,39.3980988296,9297.2481202
19724,52.0,30.9744245213,9198.22332799
11550,64.0,20.7938803348,8843.53376209
7466,60.0,24.3782531359,8972.31477262
19762,45.0,41.1524163669,9115.95697702
23095,58.0,26.6176992965,9045.15020523
20857,55.0,28.2138324876,9198.44850524
23905,58.0,28.4210241106,8931.25797552
21882,56.0,26.209967942,9417.6366184
21902,50.0,33.0795491006,9039.17002485
15784,61.0,23.0934700612,8980.59612804
17853,56.0,27.2278316892,9123.36831703
12503,47.0,34.3040445535,9211.05464861
6050,45.0,35.7844709053,9177.95859191
11736,43.0,38.5037824679,9176.02171061
15860,55.0,31.1580071065,9010.43713684
17921,44.0,45.7578129525,9134.69237123
15882,51.0,29.3375572441,9235.66086388
22080,56.0,29.4823843603,8921.54136057
13914,54.0,32.2812217261,9008.31980761
20065,59.0,25.2101339951,9003.59868062
13557,61.0,22.8226299152,9049.13961715
13925,63.0,21.3232844,9032.79949873
20073,47.0,39.1611193119,9095.50545269
24194,58.0,25.7223493862,9174.09369502
16007,63.0,21.6166158189,8899.59690977
22159,55.0,28.910978569,9132.17705052
22166,42.0,38.7675549372,9492.94843047
24234,61.0,23.9914350942,8950.3461807
18040,44.0,33.8606730199,9326.41109127
22485,48.0,39.0594836624,9056.13462512
24334,54.0,30.5424369827,9193.05006041
24339,62.0,22.3512507973,8903.59976997
24352,44.0,37.4828390591,9203.41872437
22368,48.0,35.8214398109,9169.0591878
22161,60.0,23.0526322715,8990.17667177
18285,43.0,43.8892398792,9147.00336126
18289,48.0,40.070402693,8940.65465929
24446,47.0,37.1899512046,9132.34504077
23540,57.0,33.0804894789,8902.09091117
18321,44.0,46.3932663122,9098.06919633
20406,59.0,24.2266548127,9454.44820802
21835,43.0,31.8883639747,9402.95121909
22482,61.0,24.271084848,8854.51733499
18389,50.0,33.3099985315,8961.54317023
16350,44.0,42.9844110471,9164.21239547
24548,62.0,22.8993860157,8808.04719956
8179,59.0,26.0965451393,8909.00020261
24567,61.0,23.2491626532,8953.70941777
