Solution ID,f[1] (B),f[2] (W),f[3] (s)
14686,59.0,26.1020688632,8898.04709988
22644,42.0,35.9309692983,9345.50730271
20600,54.0,28.6318045107,9069.34777318
2169,47.0,46.7896969621,9042.30684953
16540,58.0,25.1459388763,9166.91519885
24737,43.0,32.1072822426,9434.62703006
2215,56.0,28.13026055,9093.85879898
12462,60.0,24.5402159937,8985.65763127
18659,47.0,34.0563179053,9297.04943506
8428,61.0,24.9488858172,8887.10297982
20721,42.0,34.7272048031,9345.67910611
20722,42.0,33.110531917,9514.44638838
22829,42.0,55.1679439756,9096.8837711
16699,45.0,35.8596990029,9265.37976143
12605,51.0,31.5786109536,9052.20321271
18766,49.0,35.1060625727,9130.46419361
6490,42.0,37.947380778,9234.71469979
20875,59.0,24.348900391,9131.23403743
20889,44.0,36.076291988,9268.19965056
7856,57.0,26.1919357381,9104.68562278
14761,55.0,29.8328772021,8984.84913749
16818,64.0,21.7122400216,8835.49432958
18886,58.0,28.8728128569,8851.33016542
3836,43.0,49.0417377143,9140.11829422
15702,42.0,37.0213665571,9288.10640112
6682,44.0,45.5400401454,9106.03462983
6704,42.0,41.5480097615,9226.88693037
23107,53.0,29.7899590653,9002.12509613
6729,43.0,35.9897809317,9281.15276119
20238,43.0,49.6488369508,9136.82869577
2704,43.0,36.6763572354,9164.18086582
14994,48.0,35.3993028978,9183.71743804
23818,57.0,30.1080142485,8982.64819439
17056,49.0,35.0252499131,9167.2243106
15042,64.0,20.7996603586,9036.47419394
15075,42.0,33.4347696009,9385.3102829
13030,43.0,36.1485603417,9245.46453033
1512,44.0,55.698670552,9077.25809541
15173,43.0,35.8220956552,9286.14208517
23402,48.0,33.3513122815,9191.30833987
15240,54.0,30.747251639,8998.28394829
17335,44.0,45.4573254678,9117.47639931
13671,61.0,24.2190782595,8939.02822119
13815,46.0,36.4383259465,9096.45998125
23375,62.0,22.0598072493,9036.46507409
9182,58.0,28.7123471121,8988.09740881
19434,57.0,29.5561364697,9058.17904467
13309,42.0,34.0085854661,9362.23239295
21512,60.0,23.2862076113,9203.54632679
23592,42.0,33.9815901434,9377.12147593
3129,57.0,32.5216333396,8925.22497734
15450,50.0,30.3524103283,9072.28341606
19594,61.0,22.1199219456,9018.90572173
13489,65.0,20.0432238428,8833.10719708
7388,42.0,34.0491164392,9353.1926594
13572,58.0,28.8298014524,8975.58370585
15655,63.0,20.8225771877,9124.45769074
1249,51.0,35.4227985839,8947.98121743
18999,42.0,53.3805826026,9132.99251635
11601,57.0,26.1625821307,9123.8268952
11623,60.0,23.4355095446,9060.13476839
23912,46.0,35.6793858708,9211.91160283
21896,43.0,34.359765066,9343.66087341
19856,45.0,35.8925355052,9210.77569685
19865,59.0,24.7303909993,9094.45072156
1441,64.0,22.3811877521,8798.64039988
17832,62.0,22.7980811803,8811.45327388
24821,42.0,45.4765480004,9211.39220781
9666,43.0,36.1482027697,9266.14996042
3579,45.0,48.3993440222,9078.68072736
19964,52.0,31.4357290005,9063.87142445
13823,42.0,34.0085854661,9362.23239295
604,46.0,54.5793153496,9058.73415693
10649,60.0,25.9904049756,8836.88005178
22099,42.0,36.7474180326,9315.9098692
7766,45.0,41.8482635773,9149.42751434
18014,54.0,27.8391182866,9131.61830378
23088,63.0,22.0249694952,9022.92214189
20091,42.0,45.7952392593,9145.4300002
3257,58.0,26.4722689642,9002.34813745
24216,57.0,26.4744885607,9083.16359252
16048,58.0,28.318768195,9002.19017519
9907,43.0,32.8793005681,9352.1349416
3767,43.0,35.2772760664,9333.66499823
4490,47.0,35.5404875281,9144.58831692
18117,59.0,25.3954174648,8993.13468855
20169,59.0,25.0068105085,9042.55956543
14027,56.0,29.7130349606,9059.93710985
9933,61.0,23.1134786725,8944.20423807
15652,47.0,39.539348924,9054.42917613
3431,50.0,38.8672035057,9045.79612622
24298,60.0,25.1194790401,8941.23781155
11474,43.0,45.5845858286,9160.57802784
3869,45.0,42.5122749704,9130.04400865
3879,62.0,24.3579267817,8805.60326187
9863,46.0,44.7581359566,9094.90553284
2517,64.0,21.514346938,8984.17653237
3918,43.0,35.7618012357,9310.47392197
996,49.0,34.0766652274,9188.26676207
22373,48.0,36.412268783,9050.85208952
23185,56.0,27.4917118709,9257.53689763
8171,63.0,22.0419847394,8883.6224105
20361,52.0,28.5668753804,9079.17294124
13983,64.0,20.7111380446,9073.53509542
4029,57.0,28.3042040749,9080.56196755
