Solution ID,f[1] (B),f[2] (W),f[3] (s)
8192,54.0,29.5660707746,9199.76761491
6156,52.0,36.008179562,8954.16276768
18518,42.0,33.8525401978,9468.27253073
22616,44.0,32.6696351503,9331.20280951
16473,60.0,23.9797559361,8985.38917992
8255,45.0,39.7590008472,9139.19400322
2163,51.0,40.0051072832,8955.35366794
18548,44.0,32.4924630638,9337.70401653
16520,43.0,33.6596041499,9339.02904505
6283,47.0,36.4474067354,9114.74263808
24829,42.0,39.8977615153,9304.88699514
24763,55.0,28.6915185719,9118.19932538
18626,64.0,20.2544110717,9011.68838673
16648,42.0,42.3895072731,9196.35554595
6481,55.0,32.8527365947,8965.62074474
14744,58.0,25.2617701201,9022.67088983
22949,60.0,25.9749851847,8826.27793755
18869,43.0,44.5844397773,9115.95232957
23030,64.0,20.1777412153,9019.09270748
18945,46.0,42.4678731674,9041.00745345
8555,42.0,48.748877819,9096.3639162
23162,42.0,48.4026732146,9146.63160861
24003,42.0,35.9911022783,9416.52123342
19095,56.0,26.5337480409,9387.56665335
23211,43.0,33.0526813263,9587.76876245
4787,44.0,39.2688080193,9149.46812626
12983,58.0,25.0131858506,9192.47851135
23229,43.0,36.4246225276,9170.30157062
19151,46.0,39.5872766311,9069.1830091
6866,60.0,24.3257319194,8958.1309216
21204,59.0,24.5829959747,9117.26703829
10704,52.0,31.8419571411,9020.45477157
20606,44.0,43.1305838846,9080.73583824
6975,56.0,27.7536910486,9030.68209803
21330,43.0,36.3046153934,9259.30564551
11098,42.0,46.8775222372,9173.5692506
21356,60.0,23.5836976636,9137.070972
9077,43.0,33.1386770842,9361.59018942
7044,43.0,33.6300482958,9350.9024007
7054,42.0,41.5509928561,9247.33998827
19356,50.0,34.36933042,9031.96714729
19370,44.0,31.9279269461,9357.08169744
21472,43.0,40.4948541486,9155.47745876
23529,59.0,25.9316761963,8876.13264038
25085,57.0,27.4260646351,9001.80124386
21517,42.0,33.8525401978,9468.27253073
15385,62.0,21.4582548629,8926.5115376
22022,46.0,36.39170728,9157.15328573
11349,55.0,27.4342945037,9218.38348834
9330,44.0,51.5172772204,9078.52448613
17529,57.0,26.6088325369,9148.7723476
21629,62.0,21.4615634092,8886.21679373
13441,46.0,38.1633079682,9139.98353122
19594,45.0,34.902810346,9211.26734828
7311,47.0,38.0281086259,9107.19287834
13509,44.0,35.5556227014,9220.75943796
15540,45.0,38.1275989968,9155.5119717
11460,43.0,33.8743295695,9279.4941171
23750,43.0,34.5763016686,9267.28905132
23074,42.0,42.0102770097,9218.17210438
21717,61.0,22.8523564282,8949.95483142
7406,63.0,21.0012281014,9066.72146603
21776,49.0,32.8746234275,9136.35886813
13609,57.0,27.2027968659,9063.42499556
13626,43.0,54.9424131837,9086.62076468
5445,46.0,44.472183255,8977.63805917
19786,42.0,34.2267831365,9421.07491998
17822,52.0,29.0593274252,9239.51641466
13733,60.0,23.8085274613,8993.50922643
15791,44.0,33.0545642873,9304.0424334
21955,60.0,23.3741340549,9187.07749972
21990,60.0,24.5513133195,8935.49885774
9709,52.0,34.454640209,8989.46079606
22555,59.0,24.7272782898,8928.08408982
19961,47.0,36.5808557161,9113.49112608
17915,47.0,40.6994119871,9031.71524514
7677,60.0,24.3812251575,8948.0049564
1586,63.0,22.5874940458,8859.68441414
24853,61.0,23.5841736197,8876.13264038
24854,45.0,34.1414611522,9272.18446837
16049,61.0,23.2173164973,8911.89825771
24244,44.0,34.3448802736,9275.16752645
20084,58.0,26.8771367249,8938.62320662
6604,44.0,38.3015865647,9151.58558317
3778,47.0,35.759400661,9148.0234204
7875,57.0,27.6769794578,8934.89179434
3702,61.0,23.7784123869,8734.47195233
20169,56.0,28.5923070518,8979.78485167
16077,50.0,31.977256439,9223.75691226
7894,47.0,41.2545268661,9019.41159205
3803,51.0,29.5844014877,9034.54499293
20262,55.0,29.0851866321,8975.91160535
14142,44.0,36.1725369473,9217.47293533
24389,61.0,22.4672306722,9155.5791069
3913,50.0,41.6210786504,8976.63877728
16355,63.0,22.4737510918,8860.79348305
20340,58.0,28.2982242356,8929.93395451
9540,49.0,37.40620747,9051.9519335
8094,59.0,27.0590205506,8868.64648631
8106,53.0,32.8764740747,8901.44750164
10161,57.0,27.287400001,9006.52938653
19785,42.0,40.7144491533,9266.4489239
16324,45.0,40.5480421408,9077.49416272
18405,62.0,21.4003880461,9164.36862296
