Solution ID,f[1] (B),f[2] (W),f[3] (s)
86,4.0,16.9087204642,5779.63094075
356,4.0,16.0117576037,5821.03820904
364,5.0,13.8375063617,5835.19487967
378,5.0,14.1547193023,5722.62827813
452,5.0,13.9554465297,5739.80297114
478,8.0,11.8242665311,5369.70834315
480,8.0,7.83790790434,5766.04805397
481,6.0,14.9547223406,5521.56447524
488,6.0,14.6562923578,5561.19677442
503,5.0,15.3680321157,5513.42213763
517,4.0,18.4295019551,5572.01349142
583,7.0,7.27328107936,5790.50392624
683,4.0,17.114861777,5755.8816424
710,3.0,24.6145236539,5787.46499931
711,3.0,21.0240434768,6068.81035632
715,3.0,21.9437636367,5938.89925689
731,4.0,16.8594967586,5783.78409608
733,6.0,9.54376361255,5567.03096511
748,3.0,24.196208196,5893.00901534
