Solution ID,f[1] (B),f[2] (W),f[3] (s)
22531,50.0,36.4045939073,8978.53262669
20507,61.0,21.5342031235,9137.70695355
10319,46.0,39.3490376426,9115.06621037
10343,43.0,50.7239893043,9081.80105507
4201,59.0,25.8370206584,8935.43652766
13776,56.0,29.6018317661,8964.84263459
14490,47.0,44.0922171479,9018.6634938
2228,58.0,25.1752227825,9091.89989673
9963,42.0,50.0365384601,9125.91192711
16613,56.0,28.7362508266,9013.09581775
16653,54.0,26.9480096879,9247.93809997
18724,43.0,33.73715166,9321.8838581
24941,42.0,60.1760418536,9113.45444192
23957,59.0,24.7088224888,9096.187985
18844,58.0,27.6284569086,9013.25972681
22990,50.0,29.9760618539,9152.06234784
4573,57.0,30.6937760627,8897.20355251
8692,42.0,49.6415795021,9153.5809562
18944,59.0,24.0753323816,9186.15424184
21000,50.0,31.6821327663,8978.85461486
15789,62.0,22.3371329925,8917.14421226
17682,43.0,45.7899326078,9115.48879373
6734,43.0,32.6133014405,9432.21701227
21096,42.0,51.4102147195,9114.57161419
2685,44.0,43.8461991234,9118.91685346
10895,56.0,31.4258939908,8936.18457847
14993,48.0,36.4234209654,9081.51268094
17094,63.0,20.12684455,8712.0630453
15058,61.0,23.8781416393,8886.91668811
17120,59.0,25.6360447331,8944.78186138
15164,42.0,47.3644369884,9167.4633061
17191,43.0,39.591903096,9151.71494863
23337,49.0,30.5758493027,9308.47863154
23350,58.0,26.7292565575,9018.18644732
17225,61.0,23.009691447,8949.47589037
19274,55.0,27.8505564365,9044.87838805
4956,60.0,26.1282389465,8892.04790532
17267,46.0,39.7507905736,9046.87946405
23412,54.0,30.144884553,8961.92495864
15232,58.0,28.3844372907,8878.93786276
16874,48.0,34.4112380316,9149.41210494
24389,42.0,43.4296080165,9252.95252201
16202,61.0,25.3888518035,8854.71750716
13271,58.0,24.9021989506,9166.09746549
11258,57.0,25.422490816,9034.03388703
13335,44.0,45.8156086883,9064.56002164
19503,58.0,27.7961931115,8912.13662463
13361,57.0,28.8549597677,8941.38576792
19512,60.0,24.6057533419,8903.57875548
16267,43.0,37.085117862,9168.35242944
21601,44.0,36.1925808275,9155.50280522
13422,49.0,39.8339868001,9024.34651784
15508,43.0,46.1338305493,9108.20383022
17475,45.0,45.4908988386,9118.07017841
15229,43.0,42.1224295722,9143.67533424
19697,44.0,35.9119968114,9181.57392086
15610,47.0,37.0529130861,9121.49014457
21382,59.0,24.8310747744,8975.54917463
23920,61.0,23.2366765538,8923.71263038
13699,43.0,32.8225889908,9403.38924565
15761,49.0,30.7048744883,9194.97132879
13731,42.0,43.6368232507,9178.72690551
17849,43.0,35.1030837435,9214.3955105
14849,42.0,49.5850155403,9163.23381528
23801,62.0,22.7685099243,8752.8957132
19950,55.0,28.1221649264,9031.07119197
22037,60.0,21.8120215566,9212.06461145
13857,45.0,36.7239042267,9148.31859888
15941,44.0,31.4947254703,9376.5170957
9798,60.0,26.4856720485,8839.62823457
5740,48.0,42.3443801653,8987.99937774
24295,58.0,27.6335684171,8951.31915711
22249,49.0,31.9932083832,9101.84953442
24299,43.0,32.1323625321,9474.14483098
4738,61.0,24.4587869887,8874.64545145
3858,59.0,28.2722667002,8873.86357274
16155,48.0,40.1315927049,9029.98313121
7970,60.0,26.4243534859,8872.09975028
22834,59.0,26.2074745244,8933.53028786
22341,48.0,37.1134401007,9074.04141485
8007,60.0,23.6192403114,8945.85982737
16203,49.0,39.2624663553,9032.75083351
14175,53.0,29.0589348822,9006.4418986
22399,62.0,21.4677162297,8930.79012881
16270,43.0,46.8499600444,9082.00169572
8083,44.0,41.4618234779,9141.44812624
4032,61.0,24.1860333853,8883.41270058
10198,42.0,39.4635402043,9291.25525912
