Solution ID,f[1] (B),f[2] (W),f[3] (s)
22536,45.0,43.0107498896,8983.84046531
8203,56.0,30.8029115869,8935.70698715
6224,42.0,43.6467342584,9156.65154686
12377,54.0,29.7267367814,9020.10343524
6245,57.0,30.5406061645,8929.95696692
24693,60.0,23.9997946316,8916.45116859
18550,54.0,28.2097868211,9151.22984081
21419,49.0,31.8990101468,9115.96541191
14516,54.0,34.0435506121,8991.3033951
14530,62.0,22.9480348886,8833.36124586
22785,44.0,32.5642523853,9386.94866081
24851,50.0,33.5976749324,9039.33954496
4142,52.0,34.9013605993,9016.62951961
24872,43.0,33.6547425271,9309.71144135
14637,53.0,35.3033860443,9008.99455696
18748,58.0,25.6809649689,9020.16312226
24924,45.0,34.2890918616,9282.59200514
18785,64.0,20.3653975296,8883.56436589
18807,62.0,21.8507249247,8878.55315733
20131,42.0,36.8179095454,9353.03846023
20910,61.0,23.5473835472,8817.55184974
23033,42.0,39.5261847614,9251.49897804
18964,43.0,33.3022808453,9398.93737011
16959,49.0,33.8791809143,9050.59370562
4741,58.0,27.6700412637,8935.70698715
23321,44.0,34.5240635039,9287.54736524
12960,48.0,33.8316132429,9078.94803029
17079,56.0,30.9046148667,8931.00970295
23251,63.0,22.4815040251,8788.44697001
15109,61.0,23.3281772496,8910.3647124
17161,55.0,32.4945832541,8969.92534853
19225,63.0,21.7636301874,8940.15435984
19238,49.0,37.0710531825,9032.12041862
19256,60.0,24.9849486181,8799.64679504
23359,42.0,47.9233693037,9088.55370171
13453,52.0,40.398836124,8969.34601133
6992,45.0,38.0337013364,9110.10059404
23352,44.0,44.4690604546,9068.64259363
12431,46.0,36.5545539234,9202.81253058
7019,59.0,26.3853552455,8957.18951983
15236,58.0,24.3198172071,9047.95017294
13215,64.0,22.3045064892,8824.50883385
15271,57.0,28.5961895262,8965.56492305
21481,44.0,40.5272577523,9186.5959226
5125,46.0,37.2047394008,9184.54097449
3079,42.0,44.661334957,9115.16085432
11285,42.0,36.4681454836,9438.01640267
9253,63.0,23.063479383,8730.91680405
11303,43.0,35.559438254,9215.17098904
5168,54.0,34.1383187608,8903.06955709
11333,57.0,34.1249178696,8913.6070165
13411,46.0,37.8199014643,9168.46174169
19563,43.0,32.2848925846,9440.28019756
15469,42.0,42.4370135319,9162.43688193
9333,57.0,27.97044606,9077.62328146
18966,46.0,34.0750660014,9276.95513739
20157,43.0,41.5323061299,9182.93633712
21671,60.0,24.5473637114,8878.589469
19632,47.0,35.4650836528,9162.28381246
11441,46.0,41.1221822082,9046.46485364
21694,57.0,27.940720804,9114.56190809
17603,44.0,42.4828803557,9107.56756074
21714,59.0,27.1552998603,8880.77843476
13529,64.0,21.6939104745,8863.61820377
21733,57.0,27.4144499192,9152.45791591
19694,63.0,21.6896292373,8996.52908798
22744,51.0,29.1195916601,9113.66751518
23862,59.0,26.0207900339,8987.33304553
21837,61.0,22.3932438377,9310.22516018
20372,60.0,24.9617453962,8835.38179627
5527,58.0,28.3388706621,8846.86359553
7601,58.0,27.0328200092,8970.43572897
21952,52.0,29.4995309776,9064.93594167
13790,43.0,40.8948667283,9197.02714115
13855,42.0,36.3826764803,9448.17571359
7720,42.0,39.0073013964,9261.80421016
11528,50.0,31.0961666734,9062.64215926
17970,43.0,38.8489508457,9202.53895594
24149,63.0,22.0713703183,8858.69358877
13944,42.0,36.6961863128,9417.25668977
24213,48.0,32.1051156227,9212.93106254
24236,42.0,42.1040116863,9228.44087237
24262,42.0,33.8471646397,9454.21429205
15811,61.0,27.0033735459,8752.15126428
16338,55.0,28.1727772781,9014.24972869
18815,49.0,41.8765459921,9001.31306257
16221,47.0,37.4053124996,9040.02127192
21819,58.0,26.8135584853,8981.46074281
14206,61.0,23.0079549007,8982.5010843
9195,57.0,28.5641454735,8991.05560707
6270,42.0,39.2502944068,9252.60389143
12817,59.0,26.8937149191,8885.66568764
24521,43.0,33.4770626515,9363.47072158
14115,50.0,37.5765004387,8988.80549194
22499,43.0,48.0319092201,9087.33403621
20468,43.0,32.8658447237,9414.96047817
