Solution ID,f[1] (B),f[2] (W),f[3] (s)
6188,85.0,23.0609388807,9637.66324211
22636,45.0,31.0948804964,9676.51292572
12991,110.0,17.6346618045,9444.29881128
22652,70.0,24.7509294408,9081.85009375
22655,71.0,24.3870506375,9064.01837425
22657,73.0,23.7159976501,9060.72309099
12994,111.0,17.4381883393,9444.29881128
24758,132.0,14.6914345797,9154.92627425
24759,133.0,14.5790873074,9154.92627425
24763,134.0,14.4367153783,9154.92627425
24764,51.0,42.9404421821,9101.32327269
24765,52.0,42.1156387874,9092.34699682
12058,99.0,19.7990784419,9178.65726132
24768,54.0,40.5523903469,9046.22407022
24771,55.0,39.8135349209,9012.7601399
22230,82.0,26.8332861036,8843.39708849
12572,45.0,35.4035184984,9386.85325228
22651,69.0,25.1099108907,9095.72934183
14669,112.0,17.255451015,9444.29881128
14670,84.0,25.7642556757,8872.03259867
14679,88.0,24.5051651794,8805.43050522
8566,93.0,21.0058976834,9541.97910324
8571,96.0,20.3439007432,9453.16451082
18854,81.0,26.8924400924,8905.60000079
8624,86.0,22.7767165196,9551.48442975
8627,87.0,22.51364134,9514.41670681
8629,89.0,21.9995804298,9486.21377738
20954,56.0,39.016512635,9028.96656385
20957,58.0,37.6687857661,9012.7601399
23010,41.0,46.6184161954,9597.08418913
8725,72.0,30.6633918918,8917.21408799
8732,74.0,29.7256783138,8850.30052424
8734,76.0,28.9401796419,8832.97608476
23074,97.0,20.2139811428,9227.26812799
23075,98.0,20.0075796164,9226.42413847
23077,100.0,19.6000207271,9173.21677788
24339,125.0,15.5271468017,9247.16984868
24340,126.0,15.4011157819,9233.03989148
10920,95.0,20.4991954945,9486.21377738
10922,47.0,29.7679546282,9801.67977995
13003,57.0,31.7282993835,9069.22852165
10973,94.0,20.781556388,9541.97910324
15095,90.0,23.9506119942,8756.86638749
17167,120.0,16.1283754376,9318.22734763
15124,48.0,58.3735449871,9139.63204435
2933,50.0,48.4233364905,9122.35662596
23496,65.0,33.9015309312,8962.22534977
23497,66.0,33.387875262,8950.1504084
23498,67.0,32.8898299552,8941.47107708
23499,68.0,32.4114097845,8934.2937442
13839,117.0,16.5407926157,9366.81428722
13412,109.0,17.8224255261,9444.29881128
13417,113.0,17.1542363698,9444.29881128
19568,41.0,51.4320065975,9578.7655443
13428,102.0,19.063570078,9474.37763502
24766,53.0,41.3218204193,9059.97319935
15503,101.0,19.2961307524,9355.86625619
15506,103.0,18.9143855022,9291.10204863
11454,105.0,18.4645158751,9444.29881128
19682,42.0,33.8711413906,9818.5076641
19705,48.0,62.2707915394,9115.64767525
21800,59.0,36.9468957454,8962.22534977
21805,61.0,35.7336261359,8934.61428412
21807,62.0,35.1570835682,8926.89191972
7489,44.0,32.3270849902,9728.7805513
23908,124.0,15.6646565559,9318.22734763
1456,42.0,33.8135995011,9870.63278002
14249,119.0,16.2626122862,9336.21144943
13828,43.0,33.19957135,9772.95958628
13835,114.0,16.9812745606,9425.18280291
13836,115.0,16.833006136,9422.16461203
13837,116.0,16.6878804451,9380.24846202
13840,118.0,16.4011285562,9349.90701036
13844,121.0,15.996632861,9277.35783645
9777,92.0,23.1827327606,9021.37752655
18009,78.0,28.3059583739,8901.94298922
9826,64.0,34.4346031506,8969.38318745
20110,43.0,45.6342032033,9505.04839398
22211,41.0,44.452037052,9697.42477964
11982,107.0,18.1359759841,9444.29881128
11983,108.0,17.9681052319,9444.29881128
22225,79.0,27.9041121507,8892.39926073
11988,46.0,31.005351984,9661.13312054
22233,83.0,26.5274051803,8830.59499471
14050,49.0,51.8811338512,9104.63275709
12045,60.0,30.1180724791,9032.37412473
12051,63.0,28.6971961362,8971.38711662
24341,127.0,15.2796824906,9200.07543688
24342,128.0,15.1596354096,9170.67159689
24343,129.0,15.0413469856,9168.09893325
24344,130.0,14.9270944965,9154.92627425
24345,131.0,14.8103111894,9151.00551512
12065,80.0,26.8917888592,8989.58358124
8008,77.0,28.6765531233,8865.69446297
9869,91.0,21.6227692801,9217.11898748
12116,75.0,23.0897261195,9053.88782539
16339,104.0,18.7258033752,9243.24138911
16343,106.0,18.3667538578,9170.67159689
18427,122.0,15.953073636,9318.22734763
18431,123.0,15.8226158832,9318.22734763
