                          2016-07-23 15:14:25.549581
*******************************************************************************

     This output file records the optimization of a bin packing problem

     with  500  items to pack. The optimization is terminated after

      25000  fitness function evaluations.


*******************************************************************************

     Method:  MOMAD
     data:  MOMAD/Static/SBSBPP500/Experiment02/SBSBPP500_run2.txt
Generation  1 : 

Gen. Member  Solution ID     f[1] (B)    f[2] (H)    f[3] (Avg. W)
------------------------------------------------------------------
          0         9933           40         798          696.55
          1            1           39         818          714.41
          2        12714           38         942          733.21
          3         7605           39         910          714.41
          4          559           40         787          696.55
          5         5097           40         779          696.55
          6        12808           41         866          679.56
          7            7           39         924          714.41
          8          562           39         873          714.41
          9         6943           39         964          714.41
         10           10           39         879          714.41
         11           11           38         890          733.21
         12         6411           40         805          696.55
         13        13360           41         790          679.56
         14         2675           39         999          714.41
         15         6137           40         827          696.55
         16           16           39         858          714.41
         17           17           39         890          714.41
         18         9150           40         802          696.55
         19         6735           40         784          696.55
         20        12299           40         802          696.55
         21         9642           39         939          714.41
         22           22           39         853          714.41
         23           23           39         877          714.41
         24        13234           40         788          696.55
         25           25           38         895          733.21
         26           26           39         856          714.41
         27        12374           39         977          714.41
         28        10114           40         781          696.55
         29           29           38         865          733.21
         30           30           39         860          714.41
         31        11830           39         914          714.41
         32         8475           39         974          714.41
         33           33           39         863          714.41
         34          553           39         998          714.41
         35           35           39         886          714.41
         36           36           39         877          714.41
         37           37           39         875          714.41
         38         9385           39         922          714.41
         39        12272           38         959          733.21
         40        11491           40         810          696.55
         41           41           38         869          733.21
         42        12403           39         994          714.41
         43         1914           39         979          714.41
         44        11454           39         958          714.41
         45         8060           40         767          696.55
         46         5149           39         945          714.41
         47           47           39         852          714.41
         48          588           40         773          696.55
         49        12215           39         913          714.41
         50        12559           40         832          696.55
         51        11571           40         793          696.55
         52         2728           40         790          696.55
         53         5975           39         911          714.41
         54           54           39         854          714.41
         55         9465           41         768          679.56
         56           56           39         842          714.41
         57           57           38         877          733.21
         58          590           40         769          696.55
         59           59           39         886          714.41
         60        10555           39        1000          714.41
         61           61           39         903          714.41
         62           62           39         877          714.41
         63        11050           38         969          733.21
         64          579           40         767          696.55
         65         1038           40         845          696.55
         66           66           39         889          714.41
         67        10583           39         885          714.41
         68        10814           40         768          696.55
         69         5875           39         856          714.41
         70         9695           40         802          696.55
         71           71           39         903          714.41
         72         1055           39        1000          714.41
         73           73           39         887          714.41
         74           74           39         886          714.41
         75          582           39         898          714.41
         76        13384           39         962          714.41
         77           77           38         902          733.21
         78         6915           38         920          733.21
         79         9854           40         795          696.55
         80        11181           39         939          714.41
         81         9957           39         995          714.41
         82        12533           40         762          696.55
         83         4160           38         965          733.21
         84           84           39         877          714.41
         85           85           39         876          714.41
         86        12349           40         767          696.55
         87        11384           39         873          714.41
