Solution ID,f[1],f[2],f[3]
77,74.0,420.0,384.297297297
99,70.0,443.0,406.257142857
204,123.0,281.0,231.203252033
209,67.0,469.0,424.447761194
338,104.0,320.0,273.442307692
389,86.0,373.0,330.674418605
435,80.0,393.0,355.475
674,81.0,391.0,351.086419753
754,113.0,301.0,251.663716814
833,76.0,410.0,374.184210526
834,78.0,402.0,364.58974359
880,78.0,402.0,364.58974359
984,92.0,352.0,309.108695652
1062,117.0,289.0,243.05982906
1089,114.0,301.0,249.456140351
1166,81.0,391.0,351.086419753
1168,75.0,413.0,379.173333333
1234,54.0,547.0,526.62962963
1252,158.0,233.0,179.987341772
1269,84.0,375.0,338.547619048
1371,51.0,624.0,557.607843137
1421,80.0,393.0,355.475
1862,69.0,450.0,412.144927536
1927,80.0,393.0,355.475
2014,74.0,420.0,384.297297297
2021,97.0,340.0,293.175257732
2394,76.0,410.0,374.184210526
2396,71.0,433.0,400.535211268
2414,53.0,555.0,536.566037736
2434,94.0,344.0,302.531914894
2442,54.0,547.0,526.62962963
2569,96.0,340.0,296.229166667
2647,53.0,555.0,536.566037736
2674,79.0,397.0,359.974683544
2822,102.0,325.0,278.803921569
2941,109.0,306.0,260.899082569
2964,91.0,354.0,312.505494505
3488,90.0,357.0,315.977777778
3533,89.0,362.0,319.528089888
3558,72.0,429.0,394.972222222
3800,72.0,429.0,394.972222222
6680,52.0,567.0,546.884615385
7447,53.0,555.0,536.566037736
7622,110.0,339.0,258.527272727
7925,52.0,567.0,546.884615385
8310,105.0,454.0,270.838095238
8319,66.0,551.0,430.878787879
8679,53.0,555.0,536.566037736
8929,127.0,325.0,223.921259843
9044,138.0,252.0,206.072463768
9616,118.0,313.0,241.0
9626,112.0,299.0,253.910714286
10816,121.0,390.0,235.024793388
11439,111.0,360.0,256.198198198
13255,163.0,221.0,174.466257669
15835,131.0,339.0,217.083969466
16165,87.0,366.0,326.873563218
16398,103.0,323.0,276.097087379
16452,129.0,282.0,220.449612403
16456,149.0,263.0,190.859060403
17200,165.0,294.0,172.351515152
17880,128.0,283.0,222.171875
17881,126.0,366.0,225.698412698
17892,140.0,314.0,203.128571429
17899,164.0,380.0,173.402439024
17940,64.0,554.0,444.34375
17975,60.0,529.0,473.966666667
18329,98.0,338.0,290.183673469
18442,85.0,376.0,334.564705882
18561,150.0,255.0,189.586666667
18571,61.0,531.0,466.196721311
18581,166.0,262.0,171.313253012
18615,139.0,279.0,204.589928058
19232,167.0,280.0,170.28742515
20613,101.0,327.0,281.564356436
20649,77.0,406.0,369.324675325
20755,68.0,456.0,418.205882353
20794,137.0,272.0,207.576642336
21196,143.0,253.0,198.867132867
21829,82.0,386.0,346.804878049
21842,100.0,329.0,284.38
21852,73.0,423.0,389.561643836
22186,141.0,283.0,201.687943262
22196,170.0,252.0,167.282352941
22225,169.0,252.0,168.272189349
22347,65.0,587.0,437.507692308
23287,86.0,373.0,330.674418605
23495,119.0,277.0,238.974789916
23505,130.0,265.0,218.753846154
23619,142.0,283.0,200.267605634
23670,147.0,292.0,193.455782313
23767,63.0,557.0,451.396825397
23842,106.0,312.0,268.283018868
23865,93.0,349.0,305.784946237
23953,88.0,356.0,323.159090909
23969,99.0,329.0,287.252525253
24212,92.0,352.0,309.108695652
24295,95.0,344.0,299.347368421
24309,83.0,383.0,342.626506024
24356,145.0,283.0,196.124137931
24357,146.0,269.0,194.780821918
24360,144.0,289.0,197.486111111
24368,148.0,283.0,192.148648649
24375,59.0,533.0,482.0
24384,124.0,291.0,229.338709677
24385,125.0,291.0,227.504
24397,57.0,539.0,498.912280702
24398,56.0,539.0,507.821428571
24431,107.0,312.0,265.775700935
24436,108.0,312.0,263.314814815
24484,55.0,548.0,517.054545455
24492,58.0,547.0,490.310344828
24518,116.0,351.0,245.155172414
24523,120.0,342.0,236.983333333
24534,62.0,543.0,458.677419355
