Solution ID,f[1] (B),f[2] (W),f[3] (s)
22535,56.0,29.465563333,8968.79853415
22538,56.0,28.9126139632,8980.94929346
24415,54.0,32.2201763737,9011.57576338
18471,55.0,27.6885992281,9317.76926356
17759,50.0,35.0958084475,9052.13215714
20836,68.0,18.6924310145,8896.19279708
22630,61.0,23.259082775,8934.9693312
8308,62.0,21.6675903226,8896.19279708
18549,47.0,39.3070611686,9051.46538212
12410,58.0,27.4019169148,9031.36270849
21866,50.0,40.7677364237,8961.45410178
20608,44.0,34.4996454233,9300.04818893
4269,45.0,39.9294546354,9167.19450518
6325,55.0,28.7470671446,9210.58519842
22713,42.0,42.3108109183,9278.85210752
4284,42.0,41.6658794825,9286.10899427
20677,43.0,48.5636055837,9090.42721374
6345,47.0,45.289076535,9012.845513
18634,43.0,33.0846905613,9375.2765869
22754,45.0,31.9194299772,9396.21490311
22757,67.0,18.8601926153,9131.50929108
22776,47.0,35.8057004056,9166.05493682
20766,60.0,22.7384560145,9381.29552527
18754,43.0,35.4861776001,9296.80219717
22852,51.0,34.8811224235,9069.76674983
20819,45.0,43.6793519213,9129.7618777
20839,67.0,19.2267128804,8896.19279708
20453,43.0,34.413527142,9357.20679662
18795,57.0,27.7439081749,8952.86016433
20854,51.0,30.1857784049,9119.27045337
16765,44.0,48.5600414661,9043.4993088
20869,59.0,27.5879891988,8913.68297778
18825,42.0,42.5695648694,9275.65627263
16800,49.0,41.0069103509,8972.36277292
18852,48.0,34.5827538551,9194.02356867
4523,57.0,26.5202274311,9115.09736229
16816,42.0,39.8658649698,9371.18914259
17839,44.0,32.1166834562,9375.77666515
7259,56.0,28.6234227682,9133.10333605
8187,43.0,53.3336977233,9023.42306925
12884,65.0,19.8604254355,8896.19279708
6381,54.0,30.6500826742,9058.26055096
21957,58.0,25.4552954714,9096.65859285
16839,44.0,34.707717555,9296.80219717
23230,57.0,26.8990497071,9058.25981183
24354,44.0,43.8999587496,9111.56885281
15085,60.0,24.3835934412,8934.27359585
15087,60.0,23.4889450433,9011.20053051
17174,52.0,35.478104061,9038.49686333
6953,59.0,26.5605649426,9092.60517477
19353,42.0,34.696256143,9464.69296755
3014,61.0,25.8382298143,8908.2661991
5124,49.0,37.1496808402,9053.51201193
21517,43.0,32.3471320205,9422.13462938
15409,59.0,27.4180495026,9020.16868505
13846,66.0,19.5756913156,8896.19279708
23714,59.0,24.9529839215,9229.23486943
23724,45.0,31.153133647,9484.1255641
23742,43.0,38.2575799087,9182.92964281
23744,44.0,37.5842216752,9182.92964281
23748,59.0,23.8309624754,9375.34135619
23756,58.0,23.9821476155,9289.31977903
23770,67.0,19.2629056191,8892.12459481
23777,69.0,18.3968191022,8896.19279708
23781,60.0,23.6414937277,8940.62749972
23789,45.0,40.1845847202,9153.74631134
23791,45.0,40.6309685808,9136.0841883
23801,42.0,40.9222022854,9337.43929996
19720,64.0,20.2222988139,8896.19279708
23817,42.0,45.9532758704,9158.49188778
21783,63.0,20.8098099512,8873.47145633
9504,43.0,32.8352052726,9375.77666515
19752,42.0,44.0463467508,9241.1120107
19761,50.0,31.2299699668,9262.50950371
5442,48.0,36.0843229674,9116.04641998
21827,51.0,34.2446492702,9073.42423954
21829,51.0,34.2247157776,9074.19133452
24460,52.0,38.8086086976,8997.80686187
21837,52.0,36.7752781616,9001.67269325
21800,67.0,18.8409541159,9206.62414319
17781,55.0,28.4431959105,9264.22835018
19839,42.0,54.708915432,9101.05072017
17806,45.0,32.7600245817,9354.01663054
19858,44.0,31.7857301776,9484.1255641
14235,61.0,24.349243025,8928.74918586
23795,49.0,42.5503266937,8961.45410178
12873,44.0,31.8453935081,9482.29286781
24004,61.0,23.1642199857,8939.33815166
23800,48.0,42.7140378788,8972.36277292
24033,53.0,32.2604839598,8964.26912244
24079,43.0,43.8994214973,9148.75604939
13844,45.0,34.7008932609,9231.10955036
13879,51.0,40.7459746171,8961.45410178
7744,59.0,26.6674935655,9064.00234679
20033,43.0,36.0604658768,9242.9669077
22824,42.0,50.2725973189,9115.51340242
11998,58.0,25.0788438293,9115.09736229
24344,44.0,41.8810686027,9149.58200715
24348,43.0,37.2452193566,9237.02740334
19779,49.0,36.7595688033,9095.89715214
22774,47.0,36.6743795006,9160.70669631
6612,49.0,31.9036965098,9119.27045337
22478,42.0,37.9366334917,9388.05556992
8182,42.0,55.0370066633,9053.33874204
