Solution ID,f[1] (B),f[2] (W),f[3] (s)
18445,42.0,46.5205054618,9165.58965871
16427,44.0,37.2975959904,9254.84548251
14464,43.0,32.5457521017,9454.16182474
24754,63.0,21.9228052299,8893.06403543
22714,48.0,34.822981764,9108.48955282
14532,48.0,42.3230332085,9006.98703669
24788,54.0,29.7535376936,9161.16444113
2264,53.0,31.2366703745,9073.56357948
23935,54.0,34.0691141736,8963.08662001
22780,44.0,39.6915989162,9169.47161362
20738,61.0,24.1613696006,8970.87710295
6423,42.0,47.1924282955,9123.38956763
14383,43.0,50.069959701,9112.53207772
20811,46.0,36.3876405126,9265.99373805
24914,60.0,26.4526550573,8937.66025738
18774,58.0,26.3309574176,9211.20935078
24644,48.0,36.8816141085,9106.03819322
22517,42.0,39.7124674923,9481.39201645
16801,63.0,23.0117173844,8829.65274252
16805,58.0,26.6441739958,9022.03325069
12725,58.0,28.3492218666,8921.48330044
18880,44.0,34.828534026,9273.64639867
19533,55.0,30.4931952024,8965.91499897
24635,62.0,22.9920625688,8933.63049457
527,48.0,40.3640239859,9083.50021952
11700,59.0,25.4201377686,9061.93576738
14921,42.0,42.4132613577,9314.75982944
14949,60.0,25.6024924897,8946.78542087
23161,44.0,35.9524536234,9270.33870488
21127,44.0,41.5305646694,9155.81200708
2701,54.0,32.6555786295,9061.05962005
21168,49.0,34.0664533759,9139.8732628
18550,64.0,20.438112224,9240.39691544
22666,65.0,20.124321731,8936.32298897
847,45.0,50.5442847707,9104.81895891
19288,60.0,25.3820824963,8992.91359926
4452,56.0,29.4500830321,9016.30521479
19364,42.0,39.0541273754,9496.18150145
13225,47.0,39.6829999113,9112.77350055
17323,62.0,23.5830534631,8915.80726068
15283,44.0,44.5277285973,9144.27794706
19962,50.0,41.7991619028,9032.65662405
19432,59.0,25.4120652673,9173.73671828
9200,59.0,26.0678749885,8966.60542251
13328,64.0,21.2700727973,8915.67684353
15387,47.0,42.2689512837,9102.0068889
17446,42.0,43.1489654792,9290.15365296
5193,49.0,39.0115546724,9064.40241233
17594,43.0,36.8191461401,9265.65628446
21698,44.0,44.9679149399,9141.57578467
9443,56.0,28.9378643902,9114.46269817
3384,49.0,35.9118003261,9084.18492471
19726,62.0,22.8648091571,8964.3054509
19736,62.0,24.1256045768,8906.3763175
23980,42.0,44.3716537439,9257.79364867
19751,43.0,38.9291971616,9199.99712339
13615,57.0,28.1893133049,9125.84408616
15684,58.0,26.0330697574,9366.57399983
22295,58.0,26.2895219253,9244.76697465
19824,58.0,27.8485688039,9016.92240005
21875,62.0,22.160364438,8979.23442667
23946,45.0,43.095804525,9140.58292022
21940,59.0,26.7000876443,8892.58154878
15814,61.0,26.532354119,8866.1386857
16636,60.0,24.0523398189,9025.31152928
5617,46.0,40.0616592331,9127.28634483
22030,47.0,39.3434622521,9143.46083991
8180,43.0,41.7567951959,9157.73687083
17956,42.0,40.4782285448,9326.64355844
24132,42.0,45.6521738543,9253.18827939
22127,56.0,27.5955195154,9277.60455777
22764,57.0,27.3089545506,9150.65571288
20113,44.0,32.0851200139,9411.0912421
7608,44.0,38.4911701865,9214.82124491
11950,46.0,38.4354807281,9172.25074552
24246,53.0,30.038856738,9225.19101278
16068,62.0,25.5535783454,8824.19709797
24264,63.0,20.5065841627,9069.73344174
24279,44.0,37.5895300023,9226.25039275
20203,61.0,24.1160803699,8991.96831035
16139,43.0,46.3226176764,9114.72905196
16156,43.0,32.5681098754,9437.4023733
24358,44.0,46.1431954921,9117.93902745
17713,42.0,40.3731517015,9364.26239627
24376,43.0,33.1246202007,9358.93999192
20336,43.0,34.7175413044,9350.46927402
22396,50.0,30.1975154326,9095.72948782
8080,61.0,26.293752367,8912.11853609
21146,57.0,28.2441183348,9114.3601977
1219,58.0,26.137363363,9265.06156762
8794,62.0,23.5373448575,8927.16402618
18353,42.0,52.133839391,9111.37307351
20410,48.0,42.2572059635,9053.1626044
18406,62.0,24.3223498513,8858.69157813
18420,57.0,29.1878063191,8927.55815977
