Solution ID,f[1],f[2],f[3]
203,40.0,721.0,713.175
1682,42.0,705.0,679.214285714
2506,40.0,721.0,713.175
2699,40.0,721.0,713.175
2814,50.0,964.0,570.54
3297,50.0,964.0,570.54
3371,40.0,721.0,713.175
3941,40.0,721.0,713.175
4021,40.0,721.0,713.175
4062,40.0,721.0,713.175
4818,40.0,721.0,713.175
4827,50.0,964.0,570.54
4904,40.0,721.0,713.175
5037,40.0,721.0,713.175
5101,40.0,721.0,713.175
5913,44.0,716.0,648.340909091
7502,43.0,719.0,663.418604651
8270,40.0,721.0,713.175
10021,45.0,720.0,633.933333333
11000,45.0,720.0,633.933333333
12272,41.0,716.0,695.780487805
13675,49.0,721.0,582.183673469
14032,40.0,721.0,713.175
14095,40.0,721.0,713.175
14882,40.0,721.0,713.175
15383,40.0,721.0,713.175
15495,40.0,721.0,713.175
15679,40.0,721.0,713.175
16324,40.0,721.0,713.175
16729,40.0,721.0,713.175
16879,40.0,721.0,713.175
17574,40.0,721.0,713.175
17586,40.0,721.0,713.175
17764,38.0,841.0,750.710526316
17871,47.0,720.0,606.957446809
18492,40.0,721.0,713.175
18702,45.0,720.0,633.933333333
18844,48.0,716.0,594.3125
18953,40.0,721.0,713.175
19389,40.0,721.0,713.175
19407,40.0,721.0,713.175
19563,39.0,743.0,731.461538462
19570,40.0,721.0,713.175
20164,40.0,721.0,713.175
20556,40.0,721.0,713.175
21553,40.0,721.0,713.175
21638,46.0,720.0,620.152173913
22493,40.0,721.0,713.175
22686,40.0,721.0,713.175
25106,40.0,721.0,713.175
