Solution ID,f[1] (B),f[2] (W),f[3] (s)
53,4.0,18.7767949681,5547.02537312
138,4.0,23.7391744653,5545.41387886
294,6.0,12.8275443254,5606.35256798
330,4.0,17.8197170305,5644.4168953
374,4.0,16.0109514566,5714.862358
461,4.0,14.9747712689,5815.82479062
484,5.0,12.0240757999,5613.0818855
488,6.0,14.6011686378,5471.08991997
496,6.0,14.1573635861,5560.55379495
502,6.0,13.5187389541,5568.5760442
503,6.0,16.1204283366,5407.93041355
507,7.0,11.7477646519,5519.53079959
508,7.0,12.8608226983,5420.95420681
513,4.0,19.6091462493,5545.87621862
517,5.0,19.749908286,5404.7879904
569,6.0,9.49894511899,5731.18041738
602,3.0,24.7275032042,5764.02196884
611,4.0,14.3348913289,5851.23343615
632,3.0,22.2515779261,5787.24741099
653,4.0,14.4300862118,5821.58052953
681,3.0,24.6843392518,5776.10542425
721,4.0,16.6269465035,5646.54819136
745,3.0,27.8322733731,5753.26195933
