Solution ID,f[1],f[2],f[3]
24,94.0,320.0,279.446808511
33,91.0,323.0,288.659340659
79,88.0,324.0,298.5
158,90.0,324.0,291.866666667
339,88.0,324.0,298.5
353,88.0,324.0,298.5
410,87.0,323.0,301.931034483
443,91.0,323.0,288.659340659
536,105.0,322.0,250.171428571
647,105.0,322.0,250.171428571
766,105.0,322.0,250.171428571
863,89.0,324.0,295.146067416
1060,106.0,322.0,247.811320755
1064,106.0,322.0,247.811320755
1153,104.0,322.0,252.576923077
1314,88.0,324.0,298.5
1367,101.0,315.0,260.079207921
1405,106.0,322.0,247.811320755
1414,89.0,324.0,295.146067416
1485,108.0,323.0,243.222222222
1657,106.0,322.0,247.811320755
1839,89.0,324.0,295.146067416
1863,100.0,315.0,262.68
2309,98.0,314.0,268.040816327
2345,104.0,322.0,252.576923077
2356,101.0,315.0,260.079207921
2505,92.0,323.0,285.52173913
2596,89.0,324.0,295.146067416
2645,105.0,322.0,250.171428571
2706,90.0,324.0,291.866666667
3037,107.0,322.0,245.495327103
3241,104.0,322.0,252.576923077
3738,104.0,322.0,252.576923077
3990,95.0,321.0,276.505263158
5990,99.0,318.0,265.333333333
6359,95.0,321.0,276.505263158
9700,103.0,322.0,255.029126214
14844,97.0,318.0,270.804123711
15336,97.0,318.0,270.804123711
15362,95.0,321.0,276.505263158
15394,99.0,318.0,265.333333333
15666,96.0,318.0,273.625
16225,99.0,318.0,265.333333333
19978,97.0,318.0,270.804123711
22186,92.0,323.0,285.52173913
22937,99.0,318.0,265.333333333
23887,102.0,316.0,257.529411765
24383,102.0,316.0,257.529411765
24853,92.0,323.0,285.52173913
25105,93.0,323.0,282.451612903
