Solution ID,f[1] (B),f[2] (W),f[3] (s)
1707,48.0,35.4417101352,9125.59299058
22537,44.0,41.5140725491,9136.49660867
16408,60.0,24.6381640955,8831.77584766
7185,44.0,36.7683555931,9253.87204796
14447,42.0,40.6053508784,9406.43414103
22654,44.0,32.0671367811,9508.59696362
22677,53.0,27.2189659363,9087.92728861
22685,46.0,31.182398616,9349.32110172
14499,57.0,30.4887175047,8982.06102699
22703,61.0,22.8076029184,8954.37043399
20671,48.0,40.6369773015,8990.33232273
20679,48.0,39.040838568,9066.40968543
22760,46.0,30.8390526921,9463.1893711
20724,44.0,33.2969648391,9279.73384114
20733,47.0,36.549225545,9132.27786392
16650,61.0,24.0817500021,8924.57466846
22798,58.0,24.8557357179,9246.04760351
18707,43.0,37.0485352021,9262.5226605
22807,58.0,25.1047690778,9202.55929711
22822,63.0,20.8346766834,9029.6027397
18741,44.0,36.9257124305,9197.99152506
8515,42.0,45.207550462,9261.69691438
16716,44.0,36.2470428904,9262.5226605
12679,47.0,36.8819788027,9082.32424092
12736,45.0,42.5660253866,9079.33187979
2518,62.0,23.6511561188,8888.45192446
10788,42.0,45.9666100892,9225.18802985
10866,58.0,25.9649849548,8903.36851893
22730,55.0,31.6112753388,8927.43541047
2691,47.0,42.6606696011,8996.17515234
10894,46.0,35.9923273874,9165.020411
8856,64.0,20.9911346201,8846.94356533
10952,42.0,41.0871618377,9312.12225675
8917,46.0,40.8672884077,9164.29676785
17689,42.0,43.985898424,9265.27526474
9024,45.0,46.6647261162,9063.41902371
7027,45.0,46.2597138809,9072.87087271
17319,43.0,36.8919762926,9270.43959943
23713,63.0,21.8257053783,8795.0561134
22694,50.0,40.1909168136,8920.9839486
24434,56.0,25.1215403369,9047.1576921
23637,43.0,37.7860968165,9184.90778869
19556,43.0,34.0344198073,9279.73384114
9354,42.0,40.6931121286,9387.58423124
23702,42.0,59.0089310727,9119.79619109
21659,60.0,23.1727353046,8954.37043399
11422,43.0,33.3037095042,9408.6621697
21663,61.0,22.8076029184,8954.37043399
23750,51.0,37.610354709,8949.38976478
21671,52.0,30.1391767604,9013.04568703
23751,50.0,38.8009478347,8949.38976478
23727,43.0,33.4168526564,9347.33096897
23730,44.0,32.7925736316,9347.33096897
19654,54.0,32.7272916002,8927.43541047
23752,53.0,29.5700243742,9013.04568703
23757,52.0,29.7792221373,9025.06427108
23760,53.0,29.0075963945,9025.06427108
19665,50.0,31.1612929135,9181.70766484
23764,67.0,19.0308745893,9047.88594456
23765,66.0,19.489732726,9047.88594456
17633,45.0,53.5440532273,8973.15902251
17637,44.0,54.7971216959,8973.15902251
23791,61.0,23.1108942212,8951.92480687
23793,60.0,23.4963222577,8951.92480687
23802,65.0,19.893342172,8846.94356533
23804,66.0,19.7623110232,8846.94356533
19710,43.0,42.7241076742,9155.04739538
23815,48.0,39.4615249428,9007.67534145
23840,47.0,33.6461658721,9187.22971657
17698,45.0,31.9885850421,9364.9341305
17699,44.0,32.5962186922,9364.9341305
15658,55.0,28.6027465644,8990.34998882
14215,58.0,28.1039199981,8901.96135031
17708,64.0,20.5997028285,8917.01748112
23090,43.0,45.8973227863,9103.89462488
7488,59.0,22.965615694,9262.56392063
23782,50.0,29.7520992689,9275.75369627
17776,44.0,34.3100203941,9272.65551895
15750,49.0,32.3269659391,9201.13922534
9626,42.0,42.7651081685,9265.42942229
24482,42.0,41.7253575494,9297.72001663
24048,49.0,35.0592851148,8983.34683064
24096,42.0,39.9082418278,9435.91778744
21766,47.0,40.9234327577,9066.11311509
11822,43.0,41.0508940628,9180.25742211
20017,62.0,21.1779077876,8893.50432001
11829,44.0,40.1355814465,9180.25742211
22762,45.0,31.5241769714,9463.1893711
20769,48.0,41.5638113766,8949.38976478
22232,42.0,47.1097349034,9151.77688203
23725,46.0,52.3166633024,8973.15902251
14135,55.0,28.5651714015,9040.87967451
22772,44.0,54.559635668,9065.31441904
6044,50.0,34.507311416,9146.83336374
16288,43.0,35.68834529,9276.57358276
22471,65.0,20.2089705069,8729.0734843
10190,45.0,35.5437403129,9168.17211151
19639,66.0,19.8588572632,8775.25710706
14303,54.0,32.4606710403,8980.73216263
22736,48.0,31.9459603783,9275.75369627
